id,lat,lon
W_6161771165,58.3631413764519,26.705444004003898
W_330043092,58.3631614732413,26.772851758869383
W_1914548350,58.36316242923736,26.68805015350046
W_330045493,58.363167379771674,26.73472138275107
W_11416744511,58.363198177486794,26.76302146064261
W_4522028095,58.36319998330194,26.73046334761517
W_248509544,58.36320096199186,26.708838018919792
W_7849914131,58.363205611314505,26.692760320920854
W_4522024782,58.36320654797492,26.730339214538112
W_6694844337,58.363210211121434,26.742326017439208
W_6161771183,58.36321310348462,26.70398722369381
W_11416744515,58.3632349099743,26.763700765479154
W_330045494,58.36324095565042,26.733086898475154
W_3269694076,58.36324765070764,26.77242135855901
W_1724503891,58.363256422905486,26.774078477223675
W_cluster_330044702_330044879,58.36327148230821,26.71050846187373
W_6694711507,58.36329280468108,26.688182316365257
W_330045495,58.36329602638666,26.73176087615167
W_cluster_8145251819_8145251823,58.36330582358352,26.720920594803932
W_cluster_330045765_8154319181,58.36334279878142,26.700626308172595
W_963506231,58.36334361633966,26.682434192915572
W_cluster_330044379_4522028097,58.36336218308378,26.730459718579635
W_1914548352,58.363376953805435,26.688178839765165
W_4522024784,58.3633785785737,26.730269708035017
W_4522024779,58.36339328747889,26.729918879935077
W_cluster_330369023_7004655447,58.36340901324592,26.70727859207107
W_4522015629,58.36341432651561,26.729418794954388
W_cluster_2324539817_5200254969_5200254972,58.36342873398076,26.725678907285907
W_4522015628,58.36344818525366,26.728611477814653
W_3139873507,58.36345328404625,26.77163946995183
W_cluster_330045329_7004672339,58.36346630288084,26.6988672336123
W_330041915,58.36346663593213,26.725552991070018
W_cluster_2346508036_6985543972_8538740250,58.36349400663817,26.69637386218853
W_330043885,58.363518185338286,26.688269375856738
W_248509539,58.36351908407117,26.709943612149996
W_11189924514,58.36354379633897,26.721438811076524
W_6694711510,58.36354570975483,26.68799105418551
W_6161771152,58.3635637910247,26.70529230215284
W_414256404,58.363567724910794,26.68117612343901
W_cluster_414256400_6694669145,58.36359073287555,26.68248359029753
W_cluster_330045282_330045762_4522028109_7004835493,58.36359740628273,26.720980335973906
W_330044457,58.36359895141787,26.68805689964597
W_1724503923,58.36361212106119,26.78049850589396
W_4907195074,58.36362289613836,26.688558667492554
W_12582099518,58.36363115957955,26.68815284103467
W_cluster_330042316_6161780090,58.363641375320796,26.703146323521185
W_6161771151,58.36364196908831,26.705191835966865
W_330042612,58.36364397232342,26.714237865650354
W_330042190,58.36366076780118,26.707003897764704
W_9476776864,58.363662471521074,26.734691006070943
W_4907195075,58.36366315866084,26.688495074072975
W_9476776863,58.36367259567089,26.73532998319538
W_3269694071,58.363683275345416,26.773597187357996
W_248509538,58.363688966314136,26.70968396506904
W_8145251822,58.36369206561474,26.720483079031453
W_4907195076,58.36369512328942,26.68834336099623
W_cluster_330044296_330045748,58.3637045825598,26.716981086988124
